contract_id,contract_template,contract_date,client_name,P2_incident_or_lower_respond_time,P1_incident_respond_time,Payment_terms,SLA_Terms,Penalty_clause_SLA_breach, contract_value ,start_date,end_date,contract_status,contract_customer,contract_business_owner
727,CT006,05/03/2026,Cormier-McCullough,provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 762,837.16 ",01/08/2022,24/10/2026,Active,Kendall Klein,Sebastien Szubert
728,CT007,05/05/2025,"Rau, Quitzon and Bogisich",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £20k per SLA breach," 997,359.39 ",15/10/2022,30/09/2026,Pending,Mikael Hurlestone,Gaspar Proud
729,CT001,14/11/2023,Bode-Quigley,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 727,965.60 ",24/02/2023,28/08/2026,Active,Winna Wolfinger,Sebastien Szubert
730,CT004,02/10/2023,"Rempel, Haag and Huels",provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 603,309.38 ",10/12/2021,14/04/2027,Pending,Ashly Gile,Baudoin Drescher
731,CT001,10/08/2026,Rohan Group,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 76,753.42 ",01/01/2023,12/12/2026,Active,Noelyn Haldon,Roxie Moylane
732,CT002,04/01/2022,Kunde Group,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 626,664.50 ",25/03/2020,26/08/2026,Pending,Bobbie Farnorth,Gerti Dovermann
733,CT008,13/12/2024,Mueller Inc,provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 160,424.15 ",25/10/2024,16/09/2025,Active,Caldwell McLae,Gaspar Proud
734,CT007,25/05/2021,"Trantow, Wilkinson and Frami",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 316,967.53 ",21/04/2022,18/02/2026,Inactive,Kincaid Lardner,Timothee Probbin
735,CT001,24/01/2025,Kautzer and Sons,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 484,575.44 ",15/02/2023,17/07/2026,Inactive,Ailyn Casterot,Baudoin Drescher
736,CT002,11/06/2022,Strosin Group,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 666,684.69 ",05/06/2021,27/12/2026,Pending,Kylie McGovern,Orel Maunton
737,CT001,24/04/2022,"Altenwerth, Konopelski and Ryan",provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 247,435.14 ",17/06/2024,06/05/2027,Pending,Conrad Carren,Tallie Bodd
738,CT007,28/09/2025,"Runte, Emmerich and Quigley",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 153,633.67 ",21/11/2021,29/09/2027,Active,Jacquelin Franzotto,Michaela Broszkiewicz
739,CT002,08/06/2020,Littel Group,provide IT support within 72 hours,P1 incidents responded within 72 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 185,518.90 ",30/01/2021,19/08/2027,Inactive,Turner Gudgen,Nadean Fairbeard
740,CT002,18/03/2025,"Hauck, Walter and Kuhn",provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 722,430.93 ",22/12/2024,18/10/2026,Pending,Rivkah Semken,Roxie Moylane
741,CT004,22/09/2025,"Kreiger, Howe and Rogahn",provide IT support within 12 hours,P1 incidents responded within 12 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 227,311.91 ",18/11/2021,05/09/2025,Active,Stormi Belchamp,Winfred Dukesbury
742,CT004,21/01/2026,Huel LLC,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 769,678.78 ",27/07/2022,14/06/2027,Active,Jefferey Geoghegan,Sky Riddington
743,CT006,29/01/2025,Reilly LLC,provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.9% up time,penalty clause: £5k per SLA breach," 842,421.56 ",20/07/2022,24/08/2025,Pending,Blisse Grimston,Tallie Bodd
744,CT008,29/09/2021,Shanahan-Rolfson,provide IT support within 2 hours,P1 incidents responded within 1 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.9% up time,penalty clause: £20k per SLA breach," 829,706.70 ",13/01/2020,03/12/2026,Inactive,Cathrine Berget,Gerti Dovermann
745,CT004,17/01/2023,"Carter, Bailey and Crooks",provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 312,910.25 ",02/06/2024,19/06/2027,Inactive,Muriel Botley,Hestia Commin
746,CT007,11/09/2022,"Ullrich, Fahey and Rowe",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £20k per SLA breach," 874,917.30 ",27/06/2021,29/06/2025,Pending,Anny Woodier,Dougie Colebourn
747,CT002,23/10/2025,Purdy Group,provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 994,732.20 ",27/12/2021,11/11/2026,Pending,Abagail Mulligan,Dougie Colebourn
748,CT001,05/07/2024,Brekke-Zulauf,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 677,115.89 ",20/10/2024,09/03/2025,Inactive,Marya O'Glassane,Sebastien Szubert
749,CT003,18/12/2020,"Kris, Wunsch and O'Kon",provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 256,351.87 ",27/03/2020,17/05/2026,Inactive,Pate Beeton,Dougie Colebourn
750,CT001,13/12/2026,Langworth Inc,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 439,997.83 ",28/03/2022,12/01/2025,Inactive,Helyn Cockarill,Nadean Fairbeard
751,CT007,04/09/2023,Kiehn Group,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 627,740.10 ",22/05/2024,11/01/2026,Inactive,Neile Gauson,Hestia Commin
752,CT008,20/09/2022,"DuBuque, Leannon and Buckridge",provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 620,311.47 ",10/10/2023,05/02/2025,Inactive,Judy Heining,Winfred Dukesbury
753,CT001,12/08/2026,Cronin Group,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 185,622.19 ",12/11/2023,28/10/2025,Active,Lonnie Duligall,Buck Garrick
754,CT007,07/11/2026,"Lehner, Fay and Fahey",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 410,794.89 ",14/06/2022,15/12/2025,Inactive,Quint Bowich,Pall Duester
755,CT005,13/08/2025,Schumm-Torphy,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 404,068.97 ",20/12/2020,20/09/2026,Inactive,Patsy Mayling,Alana Shelf
756,CT007,21/10/2022,Bradtke-Hermann,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £20k per SLA breach," 909,428.29 ",29/06/2022,03/07/2027,Inactive,Elaine Crigin,Gerti Dovermann
757,CT002,18/06/2025,Corkery-Feest,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 611,186.00 ",01/09/2023,15/08/2027,Inactive,Robinett Shields,Orel Maunton
758,CT002,26/05/2023,Swaniawski-Erdman,provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 915,607.79 ",31/10/2023,02/01/2026,Inactive,Bond Tennison,Winfred Dukesbury
759,CT001,02/05/2022,Hickle-Wintheiser,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 370,662.08 ",26/10/2023,21/04/2027,Pending,Kendell Thorsby,Roxie Moylane
760,CT002,10/09/2022,"Willms, Ward and Zboncak",provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 872,974.18 ",20/05/2022,25/05/2027,Inactive,Tedmund Clackson,Orel Maunton
761,CT002,22/03/2024,Ryan-Keeling,provide IT support within 72 hours,P1 incidents responded within 72 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 147,537.25 ",17/12/2022,29/04/2027,Inactive,Elsy Skitt,Sebastien Szubert
762,CT007,17/07/2024,Greenholt and Sons,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 628,057.27 ",30/05/2022,05/10/2026,Inactive,Domini Cox,Buck Garrick
763,CT001,06/07/2025,Gulgowski Inc,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 562,528.08 ",26/10/2023,17/05/2027,Active,Jilly Cutsforth,Dasi Lockyear
764,CT001,18/10/2024,"Abbott, Gutkowski and Turcotte",provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 455,268.30 ",14/08/2024,23/11/2027,Active,Letti De Giorgio,Sebastien Szubert
765,CT002,13/11/2024,"Daniel, Considine and Schaefer",provide IT support within 72 hours,P1 incidents responded within 72 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 85,849.83 ",07/04/2024,11/05/2025,Active,Whit Themann,Buck Garrick
766,CT001,26/05/2026,O'Hara-Schmidt,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 961,161.18 ",17/02/2020,27/06/2026,Inactive,Byrom Scrimgeour,Pall Duester
767,CT001,24/05/2020,Fritsch-Koepp,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 196,952.53 ",24/10/2022,15/06/2027,Pending,Goraud Bayliss,Gaspar Proud
768,CT003,20/08/2020,Quigley-Spencer,provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 132,113.96 ",09/10/2024,08/01/2026,Inactive,Florence Winsper,Buck Garrick
769,CT002,21/04/2025,Grady-Huel,provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 818,816.53 ",30/05/2024,21/04/2027,Active,Carlene Dyerson,Timothee Probbin
770,CT005,25/05/2026,"Spencer, Maggio and Morissette",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 601,891.43 ",19/05/2021,18/07/2027,Pending,Babbette Racher,Quinlan Hartzenberg
771,CT001,12/07/2022,Davis-Schulist,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 603,477.28 ",07/03/2020,25/06/2026,Active,Alphard Gainsford,Buck Garrick
772,CT004,26/10/2021,Huel and Sons,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 699,178.99 ",27/03/2024,23/03/2025,Inactive,Giorgio Hanssmann,Nadean Fairbeard
773,CT005,10/09/2021,Flatley LLC,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 399,298.11 ",15/06/2023,11/02/2025,Active,Mariquilla Brassington,Orel Maunton
774,CT008,30/01/2026,Marks LLC,provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 389,566.04 ",29/06/2023,16/04/2026,Active,Marylin Sweedy,Royall Badder
775,CT008,13/09/2020,"Kutch, Schamberger and Mills",provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 535,054.61 ",27/12/2020,06/12/2025,Pending,Clyde McCrossan,Baudoin Drescher
776,CT004,11/11/2022,Wisozk-Gulgowski,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 325,081.36 ",01/02/2021,07/11/2025,Active,Rosco Cleft,Michaela Broszkiewicz
777,CT004,16/03/2025,Feil-O'Keefe,provide IT support within 12 hours,P1 incidents responded within 12 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 234,435.48 ",06/09/2023,27/06/2027,Active,Cole Klosser,Dougie Colebourn
778,CT001,08/11/2024,Marquardt-Hackett,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 931,965.27 ",17/12/2022,22/03/2027,Active,Nonna Screech,Winfred Dukesbury
779,CT001,11/07/2020,"Ernser, Crona and White",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 829,585.66 ",27/03/2024,25/07/2026,Inactive,Val Dessent,Sebastien Szubert
780,CT008,12/06/2020,Bins and Sons,provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 227,486.12 ",04/06/2020,04/11/2027,Inactive,Lucita Lemmers,Sky Riddington
781,CT002,20/01/2026,Blick LLC,provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 824,076.22 ",09/09/2020,06/03/2027,Inactive,Kaja Dunkerton,Gaspar Proud
782,CT002,24/10/2026,Feil Group,provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 778,232.14 ",11/03/2023,01/07/2026,Active,Helyn Stit,Pall Duester
783,CT007,15/05/2023,"Wyman, Roberts and Grady",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 512,886.29 ",12/05/2024,21/02/2025,Active,Annabelle Slaughter,Quinlan Hartzenberg
784,CT005,01/02/2024,Kihn-Will,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 968,052.93 ",04/06/2020,16/08/2025,Active,Dore Strafford,Hestia Commin
785,CT003,20/03/2022,Daniel-Herzog,provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 220,367.44 ",15/12/2024,27/08/2027,Inactive,Sauncho Keane,Dasi Lockyear
786,CT001,12/02/2023,"Schamberger, Heaney and Hammes",provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 348,281.45 ",04/02/2024,14/12/2026,Pending,Laurice Fantham,Buck Garrick
787,CT005,27/08/2021,Emmerich and Sons,provide IT support within 6 hours,P1 incidents responded within 6 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 58,069.37 ",02/07/2021,09/07/2026,Pending,Sharron Keveren,Royall Badder
788,CT005,26/04/2020,"Hahn, McDermott and Miller",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 956,036.29 ",26/09/2020,15/02/2027,Inactive,Hermia Nicely,Alana Shelf
789,CT002,22/06/2024,Schultz LLC,provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 981,850.84 ",06/03/2024,26/07/2026,Inactive,Madelon Krol,Gaspar Proud
790,CT005,09/02/2026,Doyle-Daniel,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 555,003.30 ",19/07/2020,08/11/2026,Inactive,Bethany Winstanley,Gerti Dovermann
791,CT002,11/02/2024,"Stamm, Stamm and Raynor",provide IT support within 72 hours,P1 incidents responded within 72 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 79,195.49 ",22/01/2021,08/01/2026,Pending,Cesaro Kolodziej,Nadean Fairbeard
792,CT001,03/05/2021,Williamson Group,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 372,493.88 ",25/07/2020,22/07/2026,Inactive,Allard Lucus,Nadean Fairbeard
793,CT003,02/06/2024,Ortiz-Boyer,provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 165,135.78 ",16/04/2023,19/03/2025,Active,Robin Brownhill,Timothee Probbin
794,CT004,03/06/2020,Langworth-Green,provide IT support within 12 hours,P1 incidents responded within 12 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 80,381.18 ",30/03/2024,14/03/2026,Inactive,Berti Reijmers,Gerti Dovermann
795,CT007,03/06/2025,Kutch LLC,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.9% up time,penalty clause: £20k per SLA breach," 875,932.40 ",08/08/2022,28/10/2025,Inactive,Gifford Corradi,Tallie Bodd
796,CT004,05/04/2023,"Block, Skiles and Hansen",provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 973,650.29 ",23/02/2024,23/03/2027,Active,Vi Tabord,Orel Maunton
797,CT003,29/11/2025,Balistreri-Botsford,provide IT support within 24 hours,P1 incidents responded within 16 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 516,300.37 ",13/09/2023,01/11/2025,Active,Herb Mirfield,Winfred Dukesbury
798,CT002,24/03/2021,"Boyer, Wunsch and Cartwright",provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 957,855.46 ",19/02/2021,31/08/2026,Active,Grady Crilley,Dasi Lockyear
799,CT006,25/03/2024,"Fahey, Batz and Nader",provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 688,955.50 ",04/07/2021,02/11/2026,Inactive,Kiah Garratty,Buck Garrick
800,CT008,12/05/2023,"Metz, DuBuque and Schroeder",provide IT support within 2 hours,P1 incidents responded within 1 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 787,821.35 ",31/01/2021,24/04/2025,Pending,Obidiah Carlone,Royall Badder
801,CT004,19/05/2026,Osinski-Rempel,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 525,245.26 ",28/02/2024,05/01/2027,Pending,Manya Aylett,Nadean Fairbeard
802,CT005,31/08/2026,Johnston and Sons,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 283,452.73 ",29/06/2024,16/08/2025,Pending,Calv Solomon,Royall Badder
803,CT001,06/01/2025,"Gleason, Kulas and Sanford",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 503,722.97 ",13/08/2021,30/07/2027,Inactive,Andy Rock,Baudoin Drescher
804,CT002,31/03/2020,Jones Inc,provide IT support within 72 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 703,241.97 ",27/10/2021,06/08/2027,Inactive,Farlay Presnall,Dasi Lockyear
805,CT004,09/01/2025,Kutch-Brown,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 717,830.15 ",08/03/2022,03/08/2025,Pending,Arnold Muldownie,Royall Badder
806,CT001,17/08/2026,Mertz-Stanton,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 145,624.22 ",27/05/2024,03/10/2027,Active,Patti Fealey,Timothee Probbin
807,CT003,23/07/2024,"Harber, Kemmer and Wunsch",provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 488,824.48 ",10/04/2022,17/10/2025,Pending,Currey Gillyett,Quinlan Hartzenberg
808,CT005,11/08/2022,"Mayert, Walsh and Mayert",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 793,902.44 ",24/07/2024,29/06/2027,Inactive,Rozanne Meese,Gaspar Proud
809,CT001,12/04/2024,Leffler LLC,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 856,138.08 ",11/06/2023,24/02/2025,Pending,Sela Sermin,Hestia Commin
810,CT001,01/04/2025,Jacobs and Sons,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 233,419.28 ",22/08/2024,27/03/2026,Active,Gabie Lange,Dougie Colebourn
811,CT001,29/11/2021,"Denesik, Johnston and Prohaska",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 937,896.17 ",01/07/2023,01/08/2025,Inactive,Lula McMoyer,Dasi Lockyear
812,CT005,11/07/2026,"Hammes, Stehr and Crona",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 342,244.49 ",03/07/2020,08/05/2027,Inactive,Nicolle Schirok,Sky Riddington
813,CT004,30/07/2020,Stracke-Hickle,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.9% up time,penalty clause: £5k per SLA breach," 855,107.89 ",14/04/2023,02/12/2027,Active,Roselin Degg,Royall Badder
814,CT003,15/02/2024,Bashirian-Wilderman,provide IT support within 24 hours,P1 incidents responded within 16 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 998,347.92 ",15/10/2023,15/08/2027,Pending,Skye Giacomo,Michaela Broszkiewicz
815,CT002,09/04/2022,Rohan LLC,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 575,831.17 ",22/11/2020,25/02/2025,Pending,Markus Benadette,Pall Duester
816,CT007,28/01/2020,"Simonis, Turner and Waelchi",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 137,349.61 ",29/12/2020,12/01/2026,Pending,Cece Barnson,Winfred Dukesbury
817,CT001,13/11/2023,Bergnaum and Sons,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 967,369.51 ",13/05/2020,18/02/2025,Active,Rayner McGrane,Alana Shelf
818,CT005,13/04/2024,Lockman and Sons,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 388,296.64 ",01/07/2020,30/12/2026,Inactive,Griffin Sanchis,Reid Laval
819,CT003,07/09/2021,Gerhold LLC,provide IT support within 24 hours,P1 incidents responded within 16 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 734,070.17 ",28/03/2023,01/05/2027,Inactive,John O'Hannigan,Winfred Dukesbury
820,CT001,29/03/2026,"Bailey, Collins and Jacobi",provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 474,851.78 ",04/05/2022,08/08/2027,Pending,Morey Proudler,Gaspar Proud
821,CT007,19/01/2022,"Abernathy, Cremin and Block",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 390,057.50 ",16/06/2022,16/08/2026,Inactive,Alastair Brandes,Nadean Fairbeard
822,CT005,31/05/2023,Pacocha Inc,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 523,261.26 ",27/03/2024,16/04/2027,Pending,Welsh Quinn,Dougie Colebourn
